"Title","Publisher","Editor","Publication Year","Publication Date","Volume/Issue Number","Frequency","Publication Dates","Front Page Headlines","Table of Contents ","Topical Subject","Geographical Subject","Local Genre","LC Classification","Coverage","Type","Original Item Medium","Original Item Size","Digital Format","Digitization Process","Language","Rights","Rights Statement","Rights Statement URL","Collection","Digital Publisher","Source","File Name"
"Richmond Music Journal (2002-09)","Gypsy Publishing","Matera, Mariane","2002","2002-09","v.9:no.11","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)",,"Lyrics and Deep Thoughts 3 -- Gig Calendar 4 -- Who's Hot 5 -- Letters and Disrespect 6 -- Zero Hour, Clockwork Grace, Stolen Roses, John Featherston Band, Cora Harvey Armstrong and Deliverance, Gary Gerloff, Bio Ritmo, Modern Groove Syndicate, Jahvaquarium, Emily Easterly, Regan 8 -- Louis Ledford, Julie Johnson and the Big Johnsons, The Shiners, Dishwalla, Renaissance, Floating Folk Festival, Meade Skelton, Normal Norman, Heart & Soul, The Cranberries, Elvis Costello, B-52s 9 -- Copper Sails, Lee Harris, Harry Gore, Bill McGee, Blondie, Man Mountain Jr. 10 -- Taters, Loves' Bubbles, Heath Hayne's and the Cryin' Shames, 54 West, Fat Benatar, Patchwork 11 -- Dollar Classifieds 11","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.9:no.11, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v09_n11.pdf"
"Richmond Music Journal (2002-10)","Gypsy Publishing","Matera, Mariane","2002","2002-10","v.9:no.12","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","INSIDE THE INCREASINGLY LAME MUSIC JOURNAL","Lyrics and Deep Thoughts 3 -- The Gig Calendar 4 -- Who's Hot Charts 5 -- Letters from Our Few Faithful Readers 6 -- Taters, Timber Creek, Legacy, The Slack Family, Big Bill - Morgenfield, Dixie Power Trio, Janet Martin, Wendy Pace, Steppin' Stone, In Session, Regan, Peter Frampton 8 --One Reason, Roy Roberts Blues Band, Dikku Du and the Zydeco Crew, Jackass Flats 9 -- The Great Unknowns, Venus Throw, Pop Culture Casualties, Spunn, Mountain Man Jr., Steppin' Stone CD 10","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.9:no.12, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v09_n12.pdf"
"Richmond Music Journal (2002-11)","Gypsy Publishing","Matera, Mariane","2002","2002-11","v.10:no.1","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)",,"Jim Westlyn's One Track Mind 7 -- Shiloh Gospel Band, The Churchmen, Michelle Nixon and Drive, Drive By Truckers, Ululating Mummies, Bluz Catz, Susan Greenbaum, John Featherston Band 8 -- Grady's Hat, Robyn Stanley, Old School Freight Train, Joe Scott Quartet, Carey Bell, Pure n' Sinful, UofR Faculty Comb 9 -- Atomatron, Kojak, The Bopcats, Johnny Houston and the Legends, Julie Johnson, Bill Kirchen, Gillian Welch, Golden Boy, Pent-Up House 10 -- Qeetus 11","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.10:no.1, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v10_n01.pdf"
"Richmond Music Journal (2002-12)","Gypsy Publishing","Matera, Mariane","2002","2002-12","v.10:no.2","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)",,"Lyrics and Deep Thoughts 3 -- Calendar of Gigs, Hype-R Space 4 -- Who's Hot 5 - Letters 6 -- Steppin' Stone 7 -- Junior Brown, Soul Providers, Sean Costello, Bluz Catz 8 -- Modern Groove Syndicate, Pent-Up House 10 -- Classifieds 11","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.10:no.2, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v10_n02.pdf"
"Richmond Music Journal (2003-01)","Gypsy Publishing","Matera, Mariane","2003","2003-01","v.10:no.3","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)",,"Lyrics and Deep Thoughts 3 -- Gig Calendar and Club Directory 4 -- Who's Hot 5 -- Letters 6 -- Belona Station 8 -- Phil Ford, Emily Easterly, Copper Sails, The Can Utility, Qeetus 10 -- Classifieds 11","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.10:no.3, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v10_n03.pdf"
"Richmond Music Journal (2003-02)","Gypsy Publishing","Matera, Mariane","2003","2003-02","v.10:no.4","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","INSIDE THE WE'RE STILL HERE AND PUNCHLINE'S GONE ISSUE","Lyrics and Deep Thoughts 3 -- Calendar of All Known Gigs 4 -- Who's Hot This Month 5 -- Letters about Johnnie and the Lowdowns, The English Channel, Creole Arts, pam McCarthy, Shank and more! 6 -- Boulevard Deli 7 -- Big Joe and the Dynaflows, Anders Osborne, Hyper-R Space band news 8 -- A new Dawn Fades 9 -- Harry Gore, Meanflower, The Shiners, Bill McGee 10 -- Anne Thomas Soffee, Classified Ads 11","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.10:no.4, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v10_n04.pdf"
"Richmond Music Journal (2003-03)","Gypsy Publishing","Matera, Mariane","2003","2003-03","v.10:no.5","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","Doesn't this cover look just like the last three? we're in a rut! -- Inside the miraculously still publishing Music Journal!","Deep Thoughts 3 -- Gigs galore 4 -- Who's Hot poll 5 -- Lotsa leters 6 -- Kate Lawton Band 7 -- Classifieds 7 -- Fat Elvis, Ok Go, Another Pretty Face 8 -- She Shiners, The Scariens, Tracey Mustain, Ringsend, Meanflower 10 ","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.10:no.5, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v10_n05.pdf"
"Richmond Music Journal (2003-04)","Gypsy Publishing","Matera, Mariane","2003","2003-04","v.10:no.6","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","INSIDE THE WAR TIME EDITION OF THE MUSIC JOURNAL","Lyrics and Deep Thoughts 3 -- Gig Calendar 4 -- Letters 6-7 -- Eric Himan, Pop Culture Casualties, Hype-R Space 8 -- Unit 53, The ID 9 -- Kate Lawton, Tracey Mustain, The Scariens, Ringsend, The Great Unknowns 10 -- Dollar Classifieds 11","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.10:no.6, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v10_n06.pdf"
"Richmond Music Journal (2003-05)","Gypsy Publishing","Matera, Mariane","2003","2003-05","v.10:no.7","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","INSIDE THE WE'RE BETTER THAN THEY ARE MUSIC JOURNAL ","Lyrics and Deep Thoughts 3 -- Gig Calendar 4 -- Who's Hot List 5 -- Letters 6 -- Hype-R Space 7 -- The McGuffin, Zero Hour, Nitro Rhythm & Blues, Jack Graham & Friend, Normal Norman, Alibi, Tin Can Alley, Qeetus, Pompee, Page Wilson With Reckless Abandon, Jimmie's Chicken Shack, Tinker's Dam, The Company Store 8 -- Tracey Mustain, Loretta Gray 9 -- Man Mountain Junior, Pam McCarthy, Pop Culture Casualties, Unit 53, The Great Unknowns, The Limit, The ID 10 -- St. Diablo, Julie Johnson, George Turman 11 -- Dollar Classifieds 11","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.10:no.7, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v10_n07.pdf"
"Richmond Music Journal (2003-06)","Gypsy Publishing","Matera, Mariane","2003","2003-06","v.10:no.8","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","Nobody on this cover except Terry Garland is actually written about in this issue. We just thought we'd mention that. ","Terry Garland, Brand New, The Early November, The Can Utility, T Model Ford, Robert Belfour, Ban Caribe, Descriptive Phrase, Oregon Hill Funk All-Stars 8 -- Unit 53, The Limit, The Slack Family 10","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.10:no.8, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v10_n08.pdf"
"Richmond Music Journal (2003-07)","Gypsy Publishing","Matera, Mariane","2003","2003-07","v.10:no.9","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","INSIDE THE JOURNAL RELOADED","Brad Davis, The Slack Family, King Wilkie, Pompeii, A New Planet Make a Rising,David Lee Roth,Annie Minogue 8 -- Half Brother Sid, Sirens to Silence, LOC 9 -- Bio Ritmo, Smiile 10","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.10:no.9, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v10_n09.pdf"
"Richmond Music Journal (2003-08)","Gypsy Publishing","Matera, Mariane","2003","2003-08","v.10:no.10","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","INSIDE THE JOURNAL","Big Boss Man, Devil's Workshop Band, Chez Roue Orchette, Old School Freight Train, Indigenous Gourd Orchestra, Reverb Rockets, The Marzaks, Sheryl Warner and the Southside Homewreckers 8 -- Rachel Leyco Band, JUMA, Rockbot, Steve Bassett, Terry Garland, The Nighthawks, We Are Childhood Equals 9 -- Richard White, Wendy Pace Project, Spunn 10","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.10:no.10, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v10_n10.pdf"
"Richmond Music Journal (2003-09)","Gypsy Publishing","Matera, Mariane","2003","2003-09","v.10:no.11","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","INSIDE THE RECALL ELECTION JOURNAL","Todd Rundgren, Ki:Theory, Circuit Riders, Lee Harris & Country Sunshine, Amy Henderson Threesome, Blue Line Highway, the many bands of the Watermelon Festival, Kate Lawton 8 -- Tracey Mustain, Stacy Koviak, Love Scene, Bats and Mice, Atomizer, One Red Cent, Dirty Southern Riot Squad, Meade Skelton 9 -- Eric E. Stanley 9-10 -- The Gepetto File, Conshafter, Juma 11 -- A Sort of Complete Club Directory 13 -- T. Nathan Roane, The Can Utility, George Thomas and Friends 14 -- lots of classified ads! 15","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.10:no.11, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v10_n11.pdf"
"Richmond Music Journal (2003-10)","Gypsy Publishing","Matera, Mariane","2003","2003-10","v.10:no.12","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","INSIDE THE HURRICANE ISABEL MUSIC JOURNAL","Carbon Leaf, EVOLVE, Peter Frampton, Strap Ons 8 -- Tinker's Dam, Page Wilson with Reckless Abandon, Bluz Catz, Susan Greenbaum 9 -- Paul Brunett Project, Tracey Mustain, Daniel Kensey 10","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.10:no.12, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v10_n12.pdf"
"Richmond Music Journal (2003-11)","Gypsy Publishing","Matera, Mariane","2003","2003-11","v.11:no.1","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","INSIDE THE 10TH ANNIVERSARY ISSUE ALTHOUGH WE DIDN'T DO ANYTHING SPECIAL","University of Richmond Faculty Jazz Combo, Pure and Sinful, Terry Garland, Lil Ronnie and the Grand Dukes, Anson Funderburgh and the Rockets, Gayle McGehee and the Nocturnes 8 -- Billy Ray Hatley and Big City 9, Betsy Q, Churchyard Grass, Lone Ridge, Churchmen 9 -- Unit 53, Kate Lawton, Devil's Workshop Big Band, Harry Gore, Amy Henderson, Alan Kirk 10 -- Paul Brunett Project 11","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.11:no.1, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v11_n01.pdf"
"Richmond Music Journal (2003-12)","Gypsy Publishing","Matera, Mariane","2003","2003-12","v.11:no.2","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","INSIDE THE ALMOST CHRISTMAS MUSIC JOURNAL","Lucky Happy Combo, Susan Greenbaum, Maria Medas, Kevin Kinney, Mr. Virgil, Jubeus, Jimmee Janksta 8 -- Bone Anchor, Pat Metheny, Brown Sabbath, Johnnie and the Lowdowns, Sheryl Warner and the Homewreckers, Pure and Sinful 9 -- Daniel Kensy, Meade Skelton 10","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.11:no.2, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v11_n02.pdf"
"Richmond Music Journal (2004-01)","Gypsy Publishing","Matera, Mariane","2004","2004-01","v.11:no.3","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","INSIDE THE SUPERBOWL EDITION OF THE MUSIC JOURNAL","Nat King Kong 6 --The Company Store, Janet Martin, Lonesome River Band, Caesura, Southside Funk Brothers, Percy Soul, North Forty 8 -- Liz Nance and Russell Lawson, Ian Sanders 9 -- Harry Gore, Pompeii 10","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.11:no.3, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v11_n03.pdf"
